,id,name
0,Xanh,Xanh
1,Đen,Đen
2,Xanh dương,Xanh dương
3,Đỏ,Đỏ
4,Xanh lá,Xanh lá
5,Bạc,Bạc
6,Hồng,Hồng
7,Vàng,Vàng
8,Trắng,Trắng
9,Xám,Xám
10,Nâu,Nâu
11,Tím,Tím
12,Cam,Cam
13,Kem,Kem
