,product_id,product_detail_id,seller_id,rating_1,rating_2,rating_3,rating_4,rating_5
127,88100671,100931425,162514,0,0,0,0,8
128,88100671,100931430,162514,0,0,0,0,3
129,88100671,98334677,86805,0,0,0,0,1
130,175845367,175845369,1,0,1,0,0,11
131,175845367,175845371,1,0,0,1,0,7
132,175845367,175845369,1,0,1,0,0,17
133,175845367,175845371,1,0,0,1,0,12
134,175967811,175967814,261128,1,0,0,2,10
135,175967811,175967820,261128,1,0,0,1,5
136,175967811,175967814,261128,1,0,1,4,16
137,175967811,175967820,261128,2,0,1,3,12
138,175967811,175967814,261128,1,0,1,6,26
139,175967811,175967820,261128,2,0,2,4,18
140,175967811,175967814,261128,1,0,1,7,34
141,175967811,175967820,261128,2,0,2,5,28
142,175967811,175967814,261128,1,0,1,8,45
143,175967811,175967820,261128,2,0,2,5,36
144,175967811,175967814,261128,1,0,2,9,46
145,175967811,175967820,261128,2,0,2,5,36
146,170580388,170580396,1,1,0,0,1,4
147,170580388,170580391,1,0,0,0,0,6
148,170580388,170580394,1,1,0,1,0,6
149,170580388,170580396,1,1,0,1,1,9
150,170580388,170580391,1,0,0,0,0,13
151,170580388,170580394,1,1,0,1,0,13
152,170580388,170580396,1,1,0,1,2,21
153,170580388,170580391,1,0,0,0,0,18
154,170580388,170580394,1,1,0,1,0,15
155,170580388,170580396,1,1,0,1,3,26
156,170580388,170580391,1,0,0,0,0,24
157,170580388,170580394,1,1,0,1,1,17
158,170497385,170497391,1,0,0,0,0,5
159,170497385,170497387,1,0,0,0,0,5
160,170497385,170497389,1,0,0,0,1,6
161,170497385,170497393,1,0,0,0,0,3
162,170497385,170497391,1,1,0,0,0,9
163,170497385,170497387,1,0,0,0,1,13
164,170497385,170497389,1,1,0,0,1,9
165,170497385,170497393,1,0,0,0,0,5
166,170497385,170497391,1,1,0,0,0,13
167,170497385,170497387,1,0,0,1,1,13
168,170497385,170497389,1,1,0,0,1,16
169,170497385,170497393,1,0,0,0,1,12
170,170497385,170497391,1,1,0,0,0,17
171,170497385,170497387,1,0,0,1,1,21
172,170497385,170497389,1,1,0,0,1,18
173,170497385,170497393,1,0,0,0,2,17
174,170497385,170497391,1,1,0,0,0,25
175,170497385,170497387,1,0,0,1,1,28
176,170497385,170497389,1,1,0,0,1,19
177,170497385,170497393,1,0,0,0,3,20
178,170497385,170497391,1,1,0,0,0,26
179,170497385,170497387,1,0,0,1,1,28
180,170497385,170497389,1,1,0,0,1,19
181,170497385,170497393,1,0,0,0,3,20
182,158714974,158714987,1,0,1,0,0,7
183,158714974,158714989,1,1,0,1,0,9
184,158714974,158714991,1,0,0,0,0,1
185,158714974,158714987,1,0,1,0,0,11
186,158714974,158714989,1,1,0,1,0,17
187,158714974,158714991,1,0,0,0,0,1
188,159725951,196153418,1,0,0,0,0,3
189,159725951,196153419,1,0,0,0,1,2
190,159725951,159725953,20704,0,0,0,0,6
191,159725951,159725957,20704,0,0,0,0,1
192,159725951,159725955,20704,0,0,0,0,7
193,119421964,119421968,10016,0,0,0,1,7
194,119421964,119421966,10016,0,1,0,1,6
195,119421964,143362611,10016,0,0,0,1,0
196,177746939,177746943,20704,0,0,0,1,3
197,177746939,177746945,20704,0,0,0,2,5
198,177746939,177746947,20704,0,0,0,0,1
199,177746939,184786659,77917,0,0,0,0,3
200,177746939,184786657,77917,0,0,0,0,2
201,173764269,191921723,1,0,0,0,2,10
202,173764269,191921719,1,0,0,0,1,7
203,173764269,191921723,1,0,0,0,2,11
204,173764269,191921719,1,0,0,0,1,7
205,173764269,173764273,20704,1,0,0,0,8
206,173764269,173764275,20704,0,0,0,2,5
207,173764269,173764271,20704,1,0,0,0,3
208,173764269,173764273,20704,1,0,0,0,14
209,173764269,173764275,20704,0,0,0,2,10
210,173764269,173764271,20704,1,0,0,0,5
211,173764269,186268004,77917,0,0,0,0,1
212,171934203,171936550,20704,0,0,0,0,3
213,171934203,171937254,20704,0,0,0,0,5
214,171934203,171937359,20704,0,0,0,1,5
215,171934203,186285522,77917,0,0,0,0,1
216,187254759,187254763,1,0,0,0,0,5
217,187254759,187254761,1,1,0,0,0,3
218,125766378,125766382,20704,0,0,0,0,11
219,125766378,125766380,20704,0,0,0,0,9
220,125766378,125766382,20704,0,0,0,0,13
221,125766378,125766380,20704,0,0,0,0,10
222,125766378,147497230,162061,0,0,0,0,1
223,102077313,192032703,1,0,0,0,0,2
224,102077313,192032705,1,0,0,0,0,3
225,102077313,192032704,1,0,0,0,0,2
226,102077313,102077524,20704,0,0,0,2,11
227,102077313,102077370,20704,0,0,1,1,4
228,102077313,102077359,20704,0,0,0,0,1
229,102077313,102077524,20704,0,0,0,2,20
230,102077313,102077370,20704,0,0,1,1,13
231,102077313,102077359,20704,0,0,0,0,1
232,102077313,102077430,20704,1,0,0,0,1
233,102077313,102077524,20704,0,0,0,3,22
234,102077313,102077370,20704,0,0,1,2,20
235,102077313,102077359,20704,0,0,0,0,5
236,102077313,102077430,20704,1,0,0,0,3
237,162593136,162593142,1,0,0,1,1,3
238,162593136,162593140,1,0,0,1,2,6
239,162593136,162593144,1,0,0,1,0,4
240,162478086,162478088,1,0,0,0,0,2
241,162478086,162478094,1,1,0,0,1,3
242,162478086,162478092,1,1,0,1,0,3
243,162478086,162478090,1,0,0,0,1,7
244,162478086,162478088,1,0,0,0,0,4
245,162478086,162478094,1,1,0,0,1,3
246,162478086,162478092,1,1,0,1,1,3
247,162478086,162478090,1,0,0,0,2,11
248,197670818,197670822,1,0,0,0,1,0
249,172309326,172309332,29952,0,0,0,1,3
250,172309326,172309328,29952,0,0,0,0,2
251,172309326,172309330,29952,0,0,0,0,7
252,177141832,177141834,20704,0,0,0,0,5
253,177141832,177141836,20704,1,0,0,0,2
254,177141832,177141838,20704,0,0,0,0,1
255,177141832,186285927,77917,0,0,0,0,1
256,177141832,184786073,77917,0,1,0,0,0
257,162583980,162583986,1,0,0,0,0,2
258,162583980,162583982,1,0,0,0,1,3
259,162583980,162583988,1,0,0,0,1,1
260,173764601,193160809,1,0,0,0,2,2
261,173764601,193160876,1,0,0,0,1,1
262,173764601,173764607,20704,0,0,0,0,4
263,173764601,173764605,20704,0,0,0,2,2
264,173764601,173764603,20704,0,0,0,0,1
265,173764601,184785914,77917,0,0,0,0,1
266,194037967,194037971,1,0,0,0,0,1
267,162593114,162593120,1,2,0,0,0,5
268,162593114,162593122,1,0,0,1,1,3
269,162593114,162593118,1,0,0,0,0,2
270,162593187,162593193,1,0,0,0,1,6
271,162593187,162593191,1,0,0,0,1,4
272,162593187,162593189,1,0,0,0,0,3
273,162593187,162593195,1,0,0,0,0,1
274,162593187,170730061,259954,0,0,0,0,1
275,159887168,159887195,261128,1,0,0,1,2
276,159887168,159887181,261128,0,0,0,0,2
277,159887168,159887190,261128,0,0,0,0,1
278,159887168,159887199,261128,0,0,0,0,1
279,159887168,159887206,261128,0,0,0,0,1
280,162583902,162583904,1,0,0,0,0,3
281,162583902,162583908,1,0,0,0,0,5
282,162583902,162583910,1,0,0,0,0,9
283,162583902,162583906,1,0,0,0,1,2
284,166389506,166389508,20704,0,0,0,0,8
285,166389506,166389510,20704,0,0,0,1,11
286,166389506,173098011,162061,0,0,1,0,0
287,167495996,169880923,179232,0,0,1,2,8
288,167495996,169880924,179232,0,0,0,0,2
289,167495996,167496000,29952,0,0,0,1,5
290,167495996,167495998,29952,0,0,0,0,3
291,171169353,171169355,29952,0,0,0,0,4
292,171169353,171169359,29952,0,0,0,0,4
293,171169353,171169361,29952,0,0,0,0,1
294,171169353,171169357,29952,0,0,0,0,5
295,62269749,62295463,1,2,0,1,0,5
296,62269749,62295461,1,1,1,2,1,5
297,62269749,62295462,1,0,0,1,0,1
298,62269749,62295463,1,2,0,1,0,13
299,62269749,62295461,1,1,1,2,1,16
300,62269749,62295462,1,0,0,1,0,2
301,62269749,62295463,1,2,0,1,3,24
302,62269749,62295461,1,1,1,2,1,22
303,62269749,62295462,1,0,0,1,0,2
304,62269749,62295463,1,2,0,1,4,32
305,62269749,62295461,1,1,1,2,1,26
306,62269749,62295462,1,0,0,2,0,3
307,62269749,94426107,20704,0,0,0,0,1
308,62269749,63463383,77917,0,1,0,3,8
309,62269749,63465870,77917,0,0,0,1,4
310,62269749,63463601,77917,0,0,0,0,2
311,62269749,68816966,10016,0,0,0,1,4
312,62269749,64061149,10016,0,1,0,1,9
313,62269749,73256085,10016,0,1,0,0,3
314,62269749,68816966,10016,0,0,0,1,14
315,62269749,64061149,10016,0,1,0,3,14
316,62269749,73256085,10016,0,1,0,0,5
317,175147005,175147013,162514,1,0,0,0,2
318,175147005,175147011,162514,0,0,0,0,1
319,168844555,168844561,261128,0,0,0,0,1
320,168844555,168844569,261128,0,0,0,0,1
321,89888994,89888998,1,2,0,0,1,9
322,89888994,89888996,1,0,0,0,1,7
323,89888994,89888998,1,2,0,0,3,15
324,89888994,89888996,1,0,0,0,2,18
325,89888994,89888998,1,2,0,0,4,22
326,89888994,89888996,1,0,0,0,2,30
327,89888994,89888998,1,2,0,0,6,31
328,89888994,89888996,1,0,0,0,2,39
329,89888994,89888998,1,2,0,0,6,32
330,89888994,89888996,1,0,0,0,3,41
331,89888994,146648973,179232,1,0,0,2,8
332,89888994,146648972,179232,0,0,1,0,8
333,89888994,146648973,179232,1,0,0,3,18
334,89888994,146648972,179232,0,0,1,0,13
335,164758308,164758339,20704,0,0,0,1,0
336,164758308,164758310,20704,0,0,0,0,2
337,159853930,159853938,29952,0,0,0,0,1
338,99376042,99376044,1,2,0,0,0,10
339,99376042,99376047,1,0,0,1,2,5
340,99376042,99376044,1,3,2,1,1,18
341,99376042,99376047,1,1,1,1,3,9
342,99376042,99376044,1,4,2,1,2,25
343,99376042,99376047,1,2,1,2,4,17
344,99376042,99376044,1,4,2,1,2,38
345,99376042,99376047,1,2,1,2,5,23
346,99376042,99376044,1,5,2,2,5,45
347,99376042,99376047,1,2,2,3,7,27
348,99376042,99376044,1,5,2,2,5,51
349,99376042,99376047,1,3,3,4,7,38
350,99376042,99376044,1,7,2,2,5,59
351,99376042,99376047,1,3,3,5,8,46
352,99376042,99376044,1,7,2,3,7,66
353,99376042,99376047,1,3,3,5,11,53
354,99376042,99376044,1,7,2,3,10,72
355,99376042,99376047,1,3,3,5,12,63
356,99376042,99376044,1,7,2,3,10,81
357,99376042,99376047,1,3,4,7,12,71
358,99376042,99376044,1,8,2,3,12,86
359,99376042,99376047,1,4,5,7,13,80
360,99376042,99376044,1,8,2,3,13,88
361,99376042,99376047,1,5,5,8,15,93
362,99376042,99376044,1,9,2,4,15,98
363,99376042,99376047,1,5,5,8,16,98
364,99376042,99376044,1,10,2,4,15,104
365,99376042,99376047,1,5,5,10,17,108
366,99376042,99376044,1,11,3,4,15,114
367,99376042,99376047,1,6,5,10,18,114
368,99376042,99376044,1,11,3,5,16,123
369,99376042,99376047,1,7,5,10,18,122
370,99376042,99376044,1,12,3,5,17,131
371,99376042,99376047,1,8,6,10,19,129
372,99376042,99376044,1,14,3,7,20,137
373,99376042,99376047,1,8,6,10,20,135
374,99376042,99376044,1,14,3,7,21,147
375,99376042,99376047,1,9,8,11,20,140
376,99376042,99376044,1,14,3,8,23,156
377,99376042,99376047,1,9,8,11,22,146
378,99376042,99376044,1,14,3,10,24,166
379,99376042,99376047,1,9,8,12,23,151
380,99376042,99376044,1,15,3,10,25,174
381,99376042,99376047,1,9,9,12,24,159
382,99376042,99376044,1,15,3,10,27,186
383,99376042,99376047,1,9,9,12,24,165
384,99376042,99376044,1,15,3,10,30,194
385,99376042,99376047,1,9,9,12,25,173
386,99376042,99376044,1,16,3,10,31,207
387,99376042,99376047,1,9,9,12,25,178
388,99376042,99376044,1,16,3,10,32,215
389,99376042,99376047,1,9,9,12,26,188
390,99376042,99376044,1,16,3,10,34,226
391,99376042,99376047,1,9,9,12,26,195
392,99376042,99376044,1,16,3,10,34,232
393,99376042,99376047,1,9,9,12,27,208
394,99376042,99376044,1,16,3,10,36,240
395,99376042,99376047,1,9,9,12,29,216
396,99376042,99376044,1,16,3,10,38,252
397,99376042,99376047,1,9,9,12,29,222
398,99376042,99376044,1,16,3,10,38,262
399,99376042,99376047,1,9,9,12,31,230
400,99376042,99376044,1,16,3,10,38,273
401,99376042,99376047,1,9,9,12,33,237
402,99376042,99376044,1,16,3,10,40,280
403,99376042,99376047,1,9,9,12,35,246
404,99376042,99376044,1,16,3,10,42,287
405,99376042,99376047,1,9,9,12,35,257
406,99376042,99376044,1,16,3,10,44,297
407,99376042,99376047,1,9,9,12,35,265
408,99376042,99376044,1,16,3,10,44,309
409,99376042,99376047,1,9,9,12,35,273
410,99376042,99376044,1,16,3,10,44,322
411,99376042,99376047,1,9,9,12,36,279
412,99376042,99376044,1,16,3,10,44,334
413,99376042,99376047,1,9,9,12,37,286
414,99376042,99376044,1,16,3,10,45,346
415,99376042,99376047,1,9,9,12,37,293
416,99376042,99376044,1,16,3,10,47,355
417,99376042,99376047,1,9,9,12,37,302
418,99376042,99376044,1,16,3,10,48,363
419,99376042,99376047,1,9,9,12,38,312
420,99376042,99376044,1,16,3,10,49,373
421,99376042,99376047,1,9,9,12,38,321
422,99376042,99376044,1,16,3,10,49,384
423,99376042,99376047,1,9,9,12,38,330
424,99376042,99376044,1,16,3,10,49,390
425,99376042,99376047,1,9,9,12,41,341
426,99376042,99376044,1,16,3,10,50,399
427,99376042,99376047,1,9,9,12,42,350
428,99376042,99376044,1,16,3,10,51,408
429,99376042,99376047,1,9,9,12,42,360
430,99376042,99376044,1,16,3,10,52,416
431,99376042,99376047,1,9,9,12,44,369
432,99376042,99376044,1,16,3,10,53,428
433,99376042,99376047,1,9,9,12,44,376
434,99376042,99376044,1,16,3,10,53,435
435,99376042,99376047,1,9,9,12,45,388
436,99376042,99376044,1,16,3,10,53,448
437,99376042,99376047,1,9,9,12,47,393
438,99376042,99376044,1,16,3,10,56,462
439,99376042,99376047,1,9,9,12,47,396
440,99376042,99376044,1,16,3,10,56,473
441,99376042,99376047,1,9,9,12,47,405
442,99376042,99376044,1,16,3,10,58,484
443,99376042,99376047,1,9,9,12,48,411
444,99376042,99376044,1,16,3,10,60,491
445,99376042,99376047,1,9,9,12,49,421
446,99376042,99376044,1,16,3,10,61,501
447,99376042,99376047,1,9,9,12,49,430
448,99376042,99376044,1,16,3,10,62,508
449,99376042,99376047,1,9,9,12,50,441
450,99376042,99376044,1,16,3,10,65,517
451,99376042,99376047,1,9,9,12,53,446
452,99376042,99376044,1,16,3,10,66,525
453,99376042,99376047,1,9,9,12,56,454
454,99376042,99376044,1,16,3,10,66,539
455,99376042,99376047,1,9,9,12,56,460
456,99376042,99376044,1,16,3,10,66,552
457,99376042,99376047,1,9,9,12,57,466
458,99376042,99376044,1,16,3,10,68,562
459,99376042,99376047,1,9,9,12,57,474
460,99376042,99376044,1,16,3,10,69,570
461,99376042,99376047,1,9,9,12,58,484
462,99376042,99376044,1,16,3,10,69,580
463,99376042,99376047,1,9,9,12,58,494
464,99376042,99376044,1,16,3,10,69,591
465,99376042,99376047,1,9,9,12,58,503
466,99376042,99376044,1,16,3,10,71,600
467,99376042,99376047,1,9,9,12,58,512
468,99376042,99376044,1,16,3,10,74,608
469,99376042,99376047,1,9,9,12,59,520
470,99376042,99376044,1,16,3,10,75,621
471,99376042,99376047,1,9,9,12,59,526
472,99376042,99376044,1,16,3,10,77,630
473,99376042,99376047,1,9,9,12,60,534
474,99376042,99376044,1,16,3,10,77,638
475,99376042,99376047,1,9,9,12,60,546
476,99376042,99376044,1,16,3,10,77,652
477,99376042,99376047,1,9,9,12,60,552
478,99376042,99376044,1,16,3,10,79,660
479,99376042,99376047,1,9,9,12,60,562
480,99376042,99376044,1,16,3,10,80,669
481,99376042,99376047,1,9,9,12,62,570
482,99376042,99376044,1,16,3,10,81,676
483,99376042,99376047,1,9,9,12,65,579
484,99376042,99376044,1,16,3,10,81,688
485,99376042,99376047,1,9,9,12,66,586
486,99376042,99376044,1,16,3,10,82,697
487,99376042,99376047,1,9,9,12,68,594
488,99376042,99376044,1,16,3,10,82,705
489,99376042,99376047,1,9,9,12,68,606
490,99376042,99376044,1,16,3,10,82,715
491,99376042,99376047,1,9,9,12,69,615
492,99376042,99376044,1,16,3,10,82,727
493,99376042,99376047,1,9,9,12,69,623
494,99376042,99376044,1,16,3,10,82,732
495,99376042,99376047,1,9,9,12,70,629
496,99376042,160203329,179232,0,0,0,1,9
497,99376042,160203328,179232,1,0,0,1,8
498,99376042,160203329,179232,0,0,0,1,18
499,99376042,160203328,179232,1,0,0,4,11
500,168055450,168055458,20704,0,0,0,0,2
501,174593387,174593391,261128,0,0,0,0,1
502,168940033,168940039,261128,0,1,0,0,0
503,171117665,171117694,20704,0,0,0,0,1
504,194041787,194041789,1,0,0,0,0,1
505,172826900,172826902,162514,0,0,0,1,3
506,172826900,172826906,162514,0,0,0,0,1
507,172826900,172826904,162514,0,0,0,0,1
508,174599533,174599541,261128,0,0,0,0,1
509,174599533,174599543,261128,0,0,0,0,1
510,124877310,124877312,20704,0,0,0,0,11
511,124877310,124877316,20704,0,0,0,1,3
512,124877310,124877314,20704,1,0,0,0,4
513,124877310,124877312,20704,0,0,0,1,17
514,124877310,124877316,20704,0,0,0,2,5
515,124877310,124877314,20704,1,0,0,0,5
516,172001933,172001937,179232,0,0,0,1,0
517,172001933,172001935,179232,0,0,0,2,0
518,158880691,158880695,162514,0,0,0,0,2
519,158880691,158880693,162514,0,0,0,1,0
520,171323116,171323120,1,0,0,0,0,5
521,171323116,171323122,1,0,0,0,0,1
522,174589577,174589579,261128,0,0,0,0,1
523,126219116,144532609,77917,0,0,0,3,1
524,126219116,144532608,77917,0,0,0,0,1
525,126219116,144532607,77917,0,1,0,0,3
526,126219116,144532610,77917,0,0,0,1,1
527,126219116,126219122,10016,0,0,0,0,2
528,178000116,178000122,162514,0,0,0,0,1
529,178000116,178000126,162514,0,0,0,0,1
530,176713246,176713248,29952,0,0,0,1,1
531,176713246,176713250,29952,0,0,0,0,1
532,172949839,172949841,162514,0,0,0,1,3
533,172949839,172949845,162514,0,0,0,0,1
534,172949839,172949847,162514,1,0,0,0,2
535,174598949,174598957,261128,0,0,0,0,1
536,174598949,174598955,261128,0,0,0,0,1
537,174422886,174422888,29952,0,0,0,0,3
538,174422886,174422890,29952,0,0,0,0,1
539,179717941,190584712,10016,0,0,0,0,1
540,179717941,179717945,10016,0,0,0,0,1
541,179717941,179717947,10016,0,0,0,0,2
542,179717941,179717943,10016,1,0,0,0,1
543,179717941,190584711,10016,0,0,0,0,2
544,132234204,139050880,1,0,0,0,1,3
545,132234204,139050883,1,0,0,0,2,10
546,132234204,139050879,1,0,1,0,0,1
547,132234204,139050881,1,0,0,0,0,1
548,132234204,132234264,77917,0,0,0,0,2
549,132234204,132234378,77917,0,0,0,0,1
550,132234204,132234251,77917,0,0,0,0,1
551,132234204,132234212,77917,0,0,0,0,1
552,127372598,135606038,179232,0,0,0,0,2
553,127372598,135605934,179232,0,0,0,0,3
554,127372598,127372603,20704,1,0,0,2,10
555,127372598,127372600,20704,0,0,0,3,4
556,127372598,127372603,20704,1,0,0,3,18
557,127372598,127372600,20704,0,0,0,3,7
558,188701072,188701073,212607,0,0,0,0,1
559,172178476,172178479,29952,0,0,0,0,4
560,172178476,172178483,29952,0,0,0,0,1
561,172178476,172178487,29952,0,0,0,0,1
562,159887243,159887249,261128,0,0,0,0,4
563,159887243,159887254,261128,0,0,0,0,6
564,159887243,159887258,261128,0,0,0,1,5
565,159887243,159887262,261128,0,0,0,0,2
566,160203316,160203318,179232,0,0,0,0,3
567,160203316,160203320,179232,0,0,0,0,1
568,167611667,179233532,179232,0,0,0,0,1
569,167611667,179233533,179232,0,0,0,0,1
570,167611667,167611669,20704,0,0,0,0,2
571,167611667,167611671,20704,0,0,0,0,1
572,167611667,167611673,20704,0,0,0,0,2
573,156000562,156000566,29952,0,0,0,0,2
574,156000562,156000571,29952,0,0,0,0,2
575,178951652,178951656,10016,0,0,0,0,3
576,178951652,178951654,10016,0,0,0,1,1
577,158741127,179233031,179232,0,0,0,0,1
578,158741127,158741129,29952,0,0,0,0,7
579,158741127,158741131,29952,0,0,0,0,2
580,158741127,158741133,29952,0,0,0,0,1
581,174604032,174604034,261128,0,0,0,0,1
582,191548108,191548115,245735,0,0,0,0,1
583,191548108,191548110,245735,0,0,0,0,1
584,175193503,175193510,162514,0,0,0,0,1
585,160801751,166542228,1,0,1,0,0,7
586,160801751,166542226,1,0,0,0,0,4
587,160801751,166542227,1,0,0,0,1,7
588,160801751,166542228,1,0,1,1,0,14
589,160801751,166542226,1,0,0,0,0,7
590,160801751,166542227,1,0,0,1,2,14
591,160801751,166542228,1,0,1,1,0,22
592,160801751,166542226,1,0,0,1,0,14
593,160801751,166542227,1,0,0,1,2,18
594,160801751,166542228,1,0,1,1,0,29
595,160801751,166542226,1,0,0,1,0,17
596,160801751,166542227,1,0,0,1,3,27
597,160801751,166542228,1,0,1,1,0,39
598,160801751,166542226,1,0,0,1,0,23
599,160801751,166542227,1,0,0,1,5,29
600,160801751,166542228,1,0,1,1,0,44
601,160801751,166542226,1,0,0,1,1,28
602,160801751,166542227,1,0,0,1,6,34
603,160801751,160801755,162514,0,1,0,0,2
604,160801751,160801757,162514,0,0,0,0,2
605,160801751,160801753,162514,0,0,0,0,5
606,101615454,102653828,1,0,1,1,0,2
607,101615454,102653831,1,1,1,0,0,9
608,101615454,102653829,1,0,0,1,0,4
609,101615454,102653828,1,0,1,1,2,7
610,101615454,102653831,1,1,1,1,1,15
611,101615454,102653829,1,0,0,1,1,8
612,101615454,102653828,1,0,1,1,3,16
613,101615454,102653831,1,1,1,1,1,21
614,101615454,102653829,1,0,0,1,1,12
615,101615454,102653828,1,0,1,1,3,25
616,101615454,102653831,1,1,1,1,2,30
617,101615454,102653829,1,0,0,1,1,13
618,101615454,102653828,1,0,1,1,3,29
619,101615454,102653831,1,1,1,1,2,39
