,product_id,seller_id,original_price,quantity_sold,total_reviews,total_review_pages
453,196094112,10016,23990000,N/A,0,0
454,181517965,10016,8990000,N/A,0,0
455,108888574,53024,800000,3,0,0
456,129167418,53024,2300000,N/A,0,0
457,185225486,53024,2900000,N/A,0,0
458,130744724,53024,3900000,6,1,1
459,57809866,53024,2600000,N/A,0,0
460,181503298,80348,5690000,31,8,1
461,197119751,80348,4990000,4,2,1
462,168304456,80348,3990000,1,0,0
463,197211969,80348,4990000,N/A,0,0
464,179554879,80348,8990000,4,3,1
465,150735429,80348,15990000,N/A,0,0
466,162593114,259954,30990000,N/A,0,0
467,170581659,259954,5690000,1,0,0
468,162593136,259954,33990000,N/A,0,0
469,170497385,259954,9990000,N/A,0,0
470,137864049,2350,4290000,22,6,1
471,181264344,2350,5990000,5,2,1
472,29931445,2350,2990000,121,35,2
473,181266509,2350,5290000,4,3,1
474,192859201,2350,10990000,1,0,0
475,181918564,2350,6990000,N/A,0,0
476,65492829,2350,4390000,12,5,1
477,151463645,2350,5490000,1,1,1
478,160801738,34716,4390000,N/A,0,0
479,169744019,34716,4690000,N/A,0,0
480,167383164,34716,4690000,3,1,1
481,160819119,34716,4790000,N/A,0,0
482,171592667,34716,4690000,N/A,0,0
483,137153211,222120,1790000,3,1,1
484,125590981,222120,2090000,58,21,2
485,198413871,222120,3590000,N/A,0,0
486,126296983,222120,1790000,1,1,1
487,198413668,222120,3390000,N/A,0,0
488,125595055,222120,1990000,2,1,1
489,161178498,259709,1990000,3,1,1
490,181216830,259709,4290000,N/A,0,0
491,162574433,259709,15990000,N/A,0,0
492,162574450,259709,17990000,N/A,0,0
493,161158099,259709,2690000,1,1,1
494,58065346,2198,2690000,N/A,0,0
495,57809866,2198,2490000,16,8,1
496,93502532,2198,1990000,N/A,0,0
497,57809866,172070,2019000,9,0,0
498,189677315,172070,2690000,N/A,0,0
499,129868798,186025,15990000,5,2,1
500,185887807,186025,18990000,2,0,0
501,147877951,186025,17990000,N/A,0,0
502,128446446,186025,17990000,2,1,1
503,187266104,189668,4990000,108,51,3
504,107348438,189668,4290000,111,57,3
505,168304456,189668,3490000,34,16,1
506,143358429,189668,2390000,80,32,2
507,67910637,197113,3190000,N/A,0,0
